0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.99999967, 0.00000033
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.99998036, 0.00000002, 0.00000000, 0.00001962
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 0.00000000, 1.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.99999994, 0.00000000, 0.00000000, 0.00000006
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 0.00000000, 1.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.99999998, 0.00000002, 0.00000000, 0.00000000
0.99999999, 0.00000001, 0.00000000, 0.00000000
0.99994515, 0.00000000, 0.00000000, 0.00005484
0.00000000, 0.00000000, 0.00000071, 0.99999929
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000004, 0.99999992, 0.00000004
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.99999956, 0.00000044, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 0.00000001, 0.99999999, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
1.00000000, 0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.99999999, 0.00000000, 0.00000000, 0.00000001
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.99997652, 0.00000000, 0.00000000, 0.00002348
0.00000000, 0.00000000, 1.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.99999998, 0.00000002, 0.00000000, 0.00000000
0.00000000, 0.00000001, 0.99999997, 0.00000002
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 0.00000000, 0.99999948, 0.00000052
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000019, 0.00000000, 0.00000000, 0.99999981
0.00000000, 0.00000000, 1.00000000, 0.00000000
0.00000000, 0.00000000, 1.00000000, 0.00000000
0.00000000, 0.00000000, 0.99999997, 0.00000003
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 0.00000008, 0.99994015, 0.00005976
0.99999999, 0.00000001, 0.00000000, 0.00000000
0.99999554, 0.00000054, 0.00000000, 0.00000391
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
1.00000000, 0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000001, 0.99999999, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000112, 0.99999887, 0.00000001
0.99999957, 0.00000043, 0.00000000, 0.00000000
1.00000000, 0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000001, 0.00000000, 0.00000000, 0.99999999
0.00000000, 0.00000000, 0.00000000, 1.00000000
1.00000000, 0.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.99999999, 0.00000001, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000119, 0.99999881
1.00000000, 0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.99999999, 0.00000001, 0.00000000, 0.00000000
0.99999998, 0.00000000, 0.00000000, 0.00000002
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.99999999, 0.00000001, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000015, 0.99999985, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
1.00000000, 0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000003, 0.00000000, 0.00000000, 0.99999997
0.00000000, 0.00000000, 0.00000000, 1.00000000
1.00000000, 0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 0.00000000, 1.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
1.00000000, 0.00000000, 0.00000000, 0.00000000
0.00000003, 0.99999997, 0.00000000, 0.00000000
0.99999999, 0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.99998063, 0.00000045, 0.00000000, 0.00001892
1.00000000, 0.00000000, 0.00000000, 0.00000000
0.00111787, 0.00000162, 0.00000000, 0.99888051
0.00000000, 0.00000000, 1.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 0.00000195, 0.99999805, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 0.00000000, 1.00000000, 0.00000000
0.99999903, 0.00000097, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000001, 0.99999966, 0.00000033
0.00000000, 0.00000000, 0.00000000, 1.00000000
1.00000000, 0.00000000, 0.00000000, 0.00000000
1.00000000, 0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.99999928, 0.00000072, 0.00000000, 0.00000000
0.00000000, 0.00000001, 0.99999970, 0.00000029
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
1.00000000, 0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
1.00000000, 0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.99999999, 0.00000000, 0.00000001
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 1.00000000, 0.00000000
1.00000000, 0.00000000, 0.00000000, 0.00000000
0.99999560, 0.00000002, 0.00000000, 0.00000437
1.00000000, 0.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 0.99999999, 0.00000001, 0.00000000
1.00000000, 0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.99963495, 0.00036505
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 0.00000000, 0.00000000, 1.00000000
0.00000000, 1.00000000, 0.00000000, 0.00000000
1.00000000, 0.00000000, 0.00000000, 0.00000000
